symptoms,disease
and i m having trouble breathing when i cough|bronchial asthma|i also cough up a lot of mucous|i have a persistent cough and have been feeling quite fatigued my fever is through the roof,Bronchial Asthma
a dry cough|and breathing i have a very fever and have been coughing up a lot of thick|bronchial asthma|i ve been having issues with exhaustion|mucoid phlegm,Bronchial Asthma
a lot of saliva comes out as well|and i have a bad cough my fever is really high|and my breathing has become shallow when i cough|bronchial asthma|i feel really fatigued and weak,Bronchial Asthma
a cough that refuses to go away|and breathing difficulty i ve been coughing up a lot of thick|bronchial asthma|i ve had a lot of sleepiness|mucoid saliva and have a fever,Bronchial Asthma
bronchial asthma|doctor|dry cough|i have been having fever since past few days|saliva also became thick|weakness also seen,Bronchial Asthma
and i feel really weak and tired my fever is high|and my breath has become strained when i cough|bronchial asthma|i also generate a lot of mucus|i have a cough that has continued for days,Bronchial Asthma
and i ve had this cough that just won t go away it s been hard for me to catch my breath|and my fever has been really high when i cough|bronchial asthma|dad|i ve been feeling really tired and weak lately|i ve been producing a lot of mucus|mom,Bronchial Asthma
and my fever is very high i ve also been coughing up a lot of thick|bronchial asthma|hey dad|hey mom|i ve been feeling really exhausted lately and have had this persistent cough my breathing has become shallow|mucoid sputum,Bronchial Asthma
and i ve also had a cough that simply won t go away my fever has been really high|and it has been challenging for me to catch my breath i ve been making a lot of mucous when i cough|bronchial asthma|i ve felt quite weak and exhausted|recently,Bronchial Asthma
and i ve also had a cough that that won t go away my fever has been exceptionally high|and it has been challenging to try to catch my breath i ve been creating a lot of mucous when i cough|bronchial asthma|i ve felt terribly weak and drained,Bronchial Asthma
and i ve had this cough that just won t go away my breathing has become shallow|and my fever has been really high when i cough|bronchial asthma|i m feeling really tired and weak lately|i ve been producing a lot of thick|mucoid sputum,Bronchial Asthma
and my fever is very high i ve also been producing a lot of mucus when i cough|bronchial asthma|feeling extremely exhausted and have had this persistent cough it s been hard for me to catch my breath,Bronchial Asthma
and i ve been coughing up a lot of thick|bronchial asthma|i ve been struggling with fatigue and a constant cough that s been making it difficult to breathe my fever is high|mucoid sputum,Bronchial Asthma
and i m feeling very weak and tired i ve been producing a lot of mucus when i cough|and my breathing has become labored my fever is also very high|bronchial asthma|i ve had a nagging cough that won t go away,Bronchial Asthma
a persistent cough|and i m feeling very tired and weak|and shortness_of_breath i ve also been producing a lot of thick|bronchial asthma|i ve been experiencing a fever|mucoid sputum,Bronchial Asthma
a persistent cough|and exhaustion i ve been coughing up a lot of thick|bronchial asthma|i ve been having breathing issues|mucoid sputum and have a very fever i m just feeling so drained and tired from having to deal with all of this,Bronchial Asthma
and i m feeling so weak and tired i ve also been producing a lot of mucus when i cough|and it s just been so overwhelming to deal with all of these symptoms i m getting so frustrated with all of this|bronchial asthma|i ve had this cough that s been lingering for days and difficulty breathing my fever is sky-high,Bronchial Asthma
and i also have breathing problems i m so weak and exhausted|and i ve also been coughing up a lot of mucus i m becoming so angry over everything|and my fever is through the roof it s been very difficult to manage all of these symptoms|bronchial asthma|i ve had a persistent cough for days,Bronchial Asthma
a constant cough|and fatigue my fever is extremely high|and i m just feeling so drained and worn out|and i ve been coughing up a lot of thick|bronchial asthma|i ve been struggling with difficulty breathing|mucoid sputum it s been so hard to deal with all of this,Bronchial Asthma
a persistent cough|and exhaustion i ve been coughing up a lot of thick|bronchial asthma|i ve been having breathing issues|mucoid sputum and have a very fever i m just feeling so exhausted and tired from having to cope with all of this,Bronchial Asthma
and i ve been producing a lot of mucus when i cough it s just been so overwhelming to deal with all of these symptoms|and my fever has been off the charts i m also feeling extremely exhausted|bronchial asthma|i ve been feeling really ill lately i ve had this persistent cough and difficulty breathing,Bronchial Asthma
and i ve had a persistent cough and breathing problems i ve been coughing up a lot of phlegm and am also feeling quite weary dealing with all of these symptoms has been quite difficult|bronchial asthma|i ve been feeling terrible my fever has been through the roof|recently,Bronchial Asthma
a cough that won t go away|and shortness_of_breath in addition|bronchial asthma|i ve been coughing up a lot of thick|i ve had a fever|mucoid saliva and i feel quite worn out and weak,Bronchial Asthma
and i feel incredibly weak and tired|as well as a fever a lot of mucous is being produced|breathing difficulties|bronchial asthma|hey|i ve had a dry cough,Bronchial Asthma
a fever|and a lot of mucus i also feel very weak and tired|bronchial asthma|i have had a number of concerning symptoms|impaired breathing|including a dry cough|recently,Bronchial Asthma
a fever|and increased mucus production i am also feeling very weak and tired|bronchial asthma|difficulty breathing|i am currently dealing with a number of health issues|including a dry cough,Bronchial Asthma
bronchial asthma|i am suffering from continious health issues like dry cough|its been a week|problems in breathing|weakness throughout the day,Bronchial Asthma
bronchial asthma|doctor|from couple of days i am not able to brethe propelry|lot of mucus gets out please suggest me some medicines|lying on bed due to fever,Bronchial Asthma
a persistent cough|and a fever i ve also been producing a lot of thick|and i m feeling so drained and exhausted it s been so hard to deal with all of this|bronchial asthma|i ve been experiencing shortness_of_breath|mucoid sputum,Bronchial Asthma
and i ve also been coughing up a lot of mucus i m becoming so angry over everything|and my fever is through the roof it s been very difficult to manage all of these symptoms|bronchial asthma|i m so weak and exhausted,Bronchial Asthma
a persistent cough|and a fever i ve also been producing a lot of thick|and i m feeling quite drained and exhausted it s all been rather tough to deal with|and i m feeling quite sick at the moment|bronchial asthma|mucoid sputum|must confess that i ve been experiencing shortness_of_breath,Bronchial Asthma
a persistent cough|and shortness_of_breath in addition|bronchial asthma|i must admit that i have been having a fever|i ve been coughing up a lot of thick|mucoid saliva and i ve been feeling really depleted and worn out,Bronchial Asthma
and fatigue my fever is high|and i m feeling quite sick at the moment|and i ve been coughing up a lot of thick|bronchial asthma|difficulty breathing|i ve been having a tough time with this constant cough|mucoid sputum it s all been rather draining and exhausting,Bronchial Asthma
and exhaustion i ve been coughing up a lot of thick|and right now i m feeling rather ill|breathing issues|bronchial asthma|i ve been struggling with a persistent cough|mucoid sputum and have a fever all of this has been really tiring and exhausting,Bronchial Asthma
and drowsiness i ve been coughing up a lot of thick|and right now i m feeling rather ill|breathing issues|bronchial asthma|i ve been dealing with a bad cough|mucoid sputum and have a fever all of this has been really exhausting and exhausting,Bronchial Asthma
and exhaustion have been making things difficult for me i ve been producing copious amounts of thick|breathing problems|bronchial asthma|mucoid sputum while also having a fever i m currently feeling fairly ill because everything has been so tiring and exhausting|my persistent cough,Bronchial Asthma
and exhaustion|bronchial asthma|i ve been struggling i have a fever and have been producing a lot of thick|mucoid sputum while coughing i currently feel rather sick as a result of how draining and tiresome everything has been|respiratory issues|with my persistent cough,Bronchial Asthma
and i m so weak and tired out i ve been coughing up a lot of mucous|and managing all of these symptoms has been really hard everything is making me so upset|bronchial asthma|my fever is through the roof,Bronchial Asthma
bronchial asthma|doctor due to a fever|i haven t been able to breathe via my nose or mouth for a few days and feelinf too tired please recommend some medications for me,Bronchial Asthma
and a fever i m producing a lot of mucus and am feeling quite weak and exhausted|bronchial asthma|hey|i ve got a dry cough|trouble breathing,Bronchial Asthma
and i also have respiratory issues my fever is through the roof|and i m so weak and worn out all of these symptoms have been really challenging for me to control|bronchial asthma|i ve been coughing nonstop for days,Bronchial Asthma
bronchial asthma|i ve been having trouble breathing due to a persistent cough i ve been coughing up a lot of thick|in addition to sleepiness|mucoid sputum and have a fever,Bronchial Asthma
and feeling worn out i have a very fever and have been coughing up a lot of thick|bronchial asthma|coughing constantly|i ve been struggling to breathe|mucoid saliva i simply feel so worn out and exhausted from trying to deal with everything,Bronchial Asthma
a chronic cough|and weariness i ve been producing a lot of thick|bronchial asthma|i m simply feeling extremely worn out and exhausted|i ve been experiencing difficulty breathing|mucoid sputum while also running a very high temperature due to having to cope with all of this,Bronchial Asthma
and my breathing has become shallow additionally|bronchial asthma|hello|i ve been coughing up a lot of mucous|i ve felt incredibly worn out and have had a cough that won t go away my fever is really high|mom and father recently|thick sputum,Bronchial Asthma
and i ve been coughing up a lot of thick|bronchial asthma|i ve been struggling with fatigue and a constant cough that s been making it difficult to breathe my fever is high|mucoid sputum,Bronchial Asthma
bronchial asthma|doctor due to a fever|i haven t been able to breathe via my nose or mouth for a few days and feeling too tired sometimes mucus has been seen too please recommend some medications for me,Bronchial Asthma
and general weakness|breathing difficulties|bronchial asthma|i ve had ongoing health problems for a week|including a dry cough,Bronchial Asthma
and difficulty maintaining my balance i also feel like i am having trouble concentrating|chest pain|dizziness|hypertension|i have been experiencing a headache,Hypertension
along with a headache|and balance issues|chest pain|hypertension|i ve also been feeling dizzy i also think i m having problems focusing|instability,Hypertension
along with a head pain|and balance issues|chest pain|hypertension|i ve also been feeling unwell i also think i m having problems focusing|instability,Hypertension
and balance issues|chest pain|hypertension|i ve already been feeling unwell i also suppose i m having issues focusing|in addition to a head pain|instability,Hypertension
a headache|and dizziness my ability to concentrate and focus has also been challenging|chest pain|hypertension|i ve been experiencing balance issues,Hypertension
and trouble with my balance it has also been hard for me to focus and concentrate|chest pain|dizziness|hypertension|i have been having a headache,Hypertension
a headache|and dizziness my concentration skills and focus has also been challenging|chest pain|hypertension|i ve been encountering trouble walking,Hypertension
a headache|and dizziness my ability to pay attention and focus has also been problematic|chest pain|hypertension|i ve been encountering poor balance,Hypertension
and dizziness additionally|and i ve been experiencing a headache|chest pain|hypertension|i ve had trouble concentrating and focusing|my coordination has been off,Hypertension
and trouble concentrating|chest pain|dizziness|hypertension|lack of balance|my symptoms include a headache,Hypertension
and difficulty focusing|chest pain|dizziness|hypertension|i have been experiencing symptoms such as a headache|loss of balance,Hypertension
and trouble concentrating|chest pain|dizziness|hypertension|i ve been suffering from symptoms including a headache|losing my balance,Hypertension
and difficulty concentrating are some of the symptoms i ve been having|chest discomfort|dizziness|headache|hypertension|lack of balance,Hypertension
along with a headache and chest pain|hypertension|i also experienced fainting and balance issues additionally|i ve discovered that it s hard for me to focus,Hypertension
a headache|and dizziness i ve also realised that i m having trouble focusing|chest pain|hypertension|i ve been experiencing balance issues,Hypertension
and dizziness i ve also observed that it s hard for me to concentrate|and i have a headache|chest pain|hypertension|my balance has been off,Hypertension
and pains i ve been having trouble focusing as well|chest pain|headaches|hypertension|i ve been experiencing balance issues,Hypertension
and a headache that feels like a continual pressure in my forehead|dizziness|hypertension|i have been experiencing chest pain,Hypertension
and have also noticed a decline in my ability to focus and concentrate|hypertension|i have been feeling lightheaded and unsteady on my feet,Hypertension
as well as a loss in my attention span and ability to concentrate|hypertension|i ve been experiencing dizziness and shakiness,Hypertension
as well as a loss in my attention and concentration and ability to concentrate|hypertension|i ve been experiencing dizziness and anxiousness,Hypertension
a headache that won t go away|and i ve been feeling dizzy and unsteady|hypertension|i ve had intense aches in my chest,Hypertension
a head pain that refuses to go away|and i ve been feeling dizzy and unsteady|hypertension|i ve had intense aches in my chest,Hypertension
along with chest pain|and a headache that feels like a narrow zone around my head|dizziness|hypertension|i have been having a lot of trouble,Hypertension
along with chest pain and dizziness|hypertension|i have been struggling with a headache that feels like a tight band around my head,Hypertension
hypertension|i ve been experiencing balance issues in addition to feeling disoriented and dizzy my headache has also been present nonstop,Hypertension
and have also had trouble keeping my balance my headache has been a constant presence as well|hypertension|i have been feeling disoriented and dizzy,Hypertension
hypertension|i ve been experiencing balance issues along with feeling dizzy and lightheaded additionally|i ve seen a drop in my concentration and focus,Hypertension
hypertension|i ve been having problems keeping my equilibrium my capacity to concentrate and focus has also been slipping|i ve noticed|in addition to feeling dizzy and lightheaded,Hypertension
along with chest pain and dizziness|hypertension|i have been experiencing a headache that feels like a sharp pain in my temples,Hypertension
along with a chest pain and dizziness|hypertension|i ve had a headache that seems like a sharp pain in my forehead,Hypertension
and dizziness while out for a walk it s been hard for me to focus and concentrate since then|but suddenly developed a headache|chest pain|hypertension|i have been feeling fine all day,Hypertension
and dizziness after feeling fine all day since then|chest pain|hypertension|i suddenly started experiencing headache|it has been challenging for me to concentrate and focus|while taking a walk,Hypertension
and as the day has gone on|hypertension|i ve also been feeling dizzy and unsteady on my feet|i woke up this morning with a headache and chest pain,Hypertension
and as the day wore on|hypertension|i also started to feel unsteady and unstable on my feet|i had a headache and chest pain this morning,Hypertension
but today the dizziness and loss of balance became much worse|hypertension|i have been dealing with a headache and chest pain for a few days now,Hypertension
but today the dizziness and lack of balance got considerably worse|for a few days now|hypertension|i ve been suffering from a headache and chest pain,Hypertension
and dizziness it s been hard for me to concentrate and focus on my tasks since then|chest pain|hypertension|i was at work when i started feeling a headache,Hypertension
and lightheadedness|chest pain|hypertension|i was at work since then|it has been challenging for me to focus and concentrate on my work|when i first experienced a headache,Hypertension
and dizziness it s been hard for me to maintain my balance since then|chest pain|hypertension|i was in the middle of a workout when i suddenly developed a headache,Hypertension
and dizziness while working out since then|chest pain|hypertension|i instantly experienced a headache|it has been challenging for me to keep my balance,Hypertension
and dizziness while driving home from work it s been hard for me to focus and concentrate on the road since then|but suddenly developed a headache|chest pain|hypertension|i have been feeling fine all day,Hypertension
and dizziness since then|but when i was driving home from work|chest discomfort|hypertension|i felt fine all day|i suddenly started to have headache|it has been challenging for me to concentrate and focus while driving,Hypertension
and dizziness it s been hard for me to focus and concentrate on my tasks since then|chest pain|hypertension|i was out shopping when i started feeling a headache,Hypertension
and lightheadedness|chest pain|hypertension|i was out shopping since then|it has been difficult for me to concentrate on my work|when i first experienced a headache,Hypertension
and dizziness it s been hard for me to focus and concentrate on my work since then|but as the day went on|chest pain|hypertension|i started experiencing a headache|i woke up this morning feeling fine,Hypertension
and dizzy since then|but as the day wore on|hypertension|i began to feel headachey|i felt good when i woke up this morning|it has been challenging for me to concentrate and focus on my work|sick to my stomach,Hypertension
and dizziness it s been hard for me to focus and concentrate on the discussion since then|chest pain|hypertension|i was in the middle of a meeting when i suddenly developed a headache,Hypertension
and dizziness in the middle of a conference since then|chest pain|hypertension|i suddenly experienced a headache|it has been challenging for me to concentrate and focus on the topic,Hypertension
and dizziness while out for a run it s been hard for me to maintain my balance since then|but suddenly developed a headache|chest pain|hypertension|i have been feeling fine all day,Hypertension
as well as frequent headaches and blurred vision|i have been experiencing acidity and indigestion after meals|migraine,Migraine
as well as acid reflux and indigestion after meals|i ve been getting frequent headaches and hazy vision|migraine,Migraine
i have been having trouble with my vision|migraine|seeing things as distorted and experiencing visual disturbances,Migraine
and eyesight problems|i ve been suffering visual disruptions|migraine|seeing things as distorted,Migraine
and eyesight difficulties|i ve been facing visual disruptions|migraine|seeing things as distorted,Migraine
and have had a stiff neck|even after eating|i have been feeling excessively hungry|migraine,Migraine
and eyesight difficulties|i ve been facing visual disruptions|migraine|seeing things as distorted,Migraine
and i ve also noticed a change in my vision|i ve been grumpy and gloomy lately|migraine,Migraine
and have noticed a change in my vision|i have been feeling depressed and irritable|migraine,Migraine
and i ve also noticed a change in my vision|i ve been irritated and depressed lately|migraine,Migraine
along with recurrent headaches and blurred vision|i suffer acid reflux and trouble digesting my food|migraine,Migraine
along with regular headaches and impaired vision|i have been experiencing acid reflux and difficulty digesting my food|migraine,Migraine
as well as problems with my vision|i have been feeling hungry all the time and have had a sore neck|migraine,Migraine
i have been always hungry|in addition to having a stiff neck and eye issues|migraine,Migraine
a stiff neck|and blurred and distorted vision|and visual disturbance|as well as excessive hunger|depression|headaches|i have been experiencing acidity|indigestion|irritability|migraine,Migraine
a stiff neck|along with excessive appetite|and acid reflux|and visual disturbance|blurred vision|depression|headaches|i ve also been having indigestion|impatience|migraine,Migraine
a stiff neck|along with excessive appetite|and stomach problems|and visual disturbance|blurred vision|depression|headaches|i ve also been suffering indigestion|impatience|migraine,Migraine
a sore neck|and impaired vision|and visual disturbance|as well as excessive hunger|depression|frequent headaches|i have been suffering from acid reflux|indigestion|irritability|migraine,Migraine
a sore neck|along with increased hunger|and blurred eyesight|and visual distortion|frequent headaches|i ve also been experiencing acid reflux|impatience|indigestion|melancholy|migraine,Migraine
a sore neck|and impaired eyesight|and visual distortion|anxiety|frequent headaches|i ve also been experiencing acid reflux|indigestion|irritation|migraine|together with increased hunger,Migraine
a stiff neck|and visual disturbance|as well as regular headaches and distorted vision|depression|excessive hunger|i have been experiencing digestive issues|including acidity and indigestion|irritability|migraine,Migraine
a stiff neck|and visual disturbance|i have been having stomach problems|in addition to recurrent headaches and blurred vision|including indigestion and acidity|increased appetite|irritability|migraine|sadness,Migraine
a stiff neck|and visual disturbance|anxiety|i have been having stomach problems|in add to frequent headaches and blurred vision|including indigestion and acidity|increased appetite|irritability|migraine,Migraine
a sore neck|and headaches|and visual disturbance|as well as blurred and distorted vision|depression|excessive hunger|i have been struggling with acid reflux|indigestion|irritability|migraine,Migraine
a sore neck|acid reflux|along with headaches|and visual disturbance|excessive appetite|i have also been experiencing blurred and distorted vision|impatience|indigestion|migraine|sadness,Migraine
a sore neck|acid reflux|along with headaches|and visual disturbance|excessive appetite|i have also been feeling blurred and distorted vision|impatience|indigestion|migraine|sadness,Migraine
a stiff neck|and visual disturbance|as well as frequent headaches and impaired vision|depression|excessive hunger|i have been experiencing digestive issues|including acidity and indigestion|irritability|migraine,Migraine
acidity and indigestion are among the digestive problems i ve been having|along with regular headaches|and visual disruption|blurred vision|impatience|increased hunger|migraine|sadness|stiff neck,Migraine
a sore neck|and regular headaches|and visual disturbance|as well as distorted vision|depression|excessive hunger|i have been suffering from acid reflux|indigestion|irritability|migraine,Migraine
a painful neck|along with distorted eyesight|and regular headaches|excessive appetite|i have also been experiencing acid reflux|indigestion|irritability|melancholy|migraine,Migraine
a painful neck|along with distorted eyesight|and regular headaches|anxiety|excessive appetite|i have also been battling acid reflux|indigestion|irritability|migraine,Migraine
a stiff neck|and frequent headaches|and visual disturbance|as well as blurred and distorted vision|depression|excessive hunger|i have been experiencing acidity|indigestion|irritability|migraine,Migraine
and visual distortion have all been bothering me|depression|frequent headaches|hazy and distorted vision|increased appetite|indigestion|irritation|migraine|stiff neck|stomach acid,Migraine
a sore neck|and visual disturbance|as well as regular headaches and impaired vision|depression|excessive hunger|i have been struggling with digestive issues|including acid reflux and indigestion|irritability|migraine,Migraine
a sore neck|and digestive problems including indigestion and acid reflux|blurred vision|excessive appetite|i have been experiencing frequent headaches|irritability|migraine|sadness,Migraine
a sore neck|and digestive difficulties including indigestion and acid reflux|anxiety|blurred vision|excessive appetite|i have been enduring frequent headaches|irritability|migraine,Migraine
a stiff neck|and headaches|and visual disturbance|as well as blurred and distorted vision|depression|excessive hunger|i have been experiencing acidity|indigestion|irritability|migraine,Migraine
a stiff neck|along with excessive appetite|and acid reflux|and visual distortion|headaches|i ve also been experiencing sadness|impatience|indigestion|migraine,Migraine
a stiff neck|along with excessive appetite|and acid reflux|and visual distortion|headaches|i ve also been experiencing sadness|impatience|indigestion|migraine,Migraine
a sore neck|and frequent headaches|and visual disturbance|as well as distorted vision|depression|excessive hunger|i have been suffering from acid reflux|indigestion|irritability|migraine,Migraine
a sore neck|acid reflux|along with impaired eyesight|and indigestion|and regular headaches|i ve also been experiencing heartburn|impatience|increased appetite|melancholy|migraine,Migraine
a sore neck|acid reflux|along with impaired seeing|and constant headaches|and indigestion|excessive eating|i ve also been fighting heartburn|impatience|melancholy|migraine,Migraine
a stiff neck|and blurred and distorted vision|and visual disturbance these symptoms have been affecting my daily life and causing me discomfort|as well as excessive hunger|depression|headaches|i have been experiencing acidity|indigestion|irritability|migraine,Migraine
a stiff neck|along with excessive appetite|and acid reflux these symptoms have been bothering me and interfering with my usual activities|and visual disturbance|blurred vision|depression|headaches|i ve also been having indigestion|impatience|migraine,Migraine
a tense neck|and acid reflux these symptoms have been disturbing me and interfering with my usual activities|and visual disturbance|as well as with excessive appetite|blurred vision|depression|headaches|i ve also been having indigestion|irritability|migraine,Migraine
a sore neck|and regular headaches|and visual disturbance these symptoms have been causing me a lot of distress and making it difficult to go about my daily activities|as well as impaired vision|depression|excessive hunger|i have been suffering from acid reflux|indigestion|irritability|migraine,Migraine
a sore neck|along with eyesight problems|and frequent migraines my regular activities have been made more challenging by these symptoms|and regular headaches|i have also been experiencing acid reflux|increased appetite|indigestion|irritability|melancholy|migraine|which have been causing me a great deal of distress,Migraine
a sore neck|along with eyesight problems|and frequent dizziness my regular activities have been made more tough by these symptoms|and regular headaches|i have also been experiencing acid reflux|increased appetite|indigestion|irritability|melancholy|migraine|which have been causing me a great deal of distress,Migraine
a stiff neck|and blurred and distorted vision|and visual disturbance these symptoms have been affecting my daily life and causing me discomfort|as well as excessive hunger|depression|headaches|i have been experiencing acidity|indigestion|irritability|migraine,Migraine
a sore neck|and headaches|and visual disturbance these symptoms have been causing me a lot of problems and making it difficult to concentrate and function normally|as well as blurred and distorted vision|depression|excessive hunger|i have been struggling with acid reflux|indigestion|irritability|migraine,Migraine
a persistent cough|and weakness in my limbs my neck also hurts and i have been feeling dizzy and off balance|cervical spondylosis|i have been experiencing severe back pain,Cervical spondylosis
along with a chronic cough and limb weakness|cervical spondylosis|i ve been dealing with excruciating back discomfort i ve been experiencing neck pain as well as vertigo and instability,Cervical spondylosis
a hacking cough|and weakness in my arms and legs additionally|cervical spondylosis|i have been suffering from back pain|my neck hurts and i have had issues with dizziness and maintaining my balance,Cervical spondylosis
a hacking cough|and i ve having trouble staying balanced and without getting lightheaded|and numbness in my arms and legs have been bothering me in addition|back pain|cervical spondylosis|my neck hurts,Cervical spondylosis
a coughing cough|and i ve having trouble staying balanced and without getting woozy|and numbness in my arms and legs have been plaguing me in addition|back pain|cervical spondylosis|my neck hurts,Cervical spondylosis
a coughing cough|and i ve having trouble staying balanced and without getting woozy|and numbness in my arms and legs have been plaguing me in addition|cervical spondylosis|my neck hurts|pain typically,Cervical spondylosis
a cough that won t go away|and weakness in my extremities my neck hurts and i have had problems with dizziness and losing my balance|cervical spondylosis|i have been struggling with back pain,Cervical spondylosis
a persistent cough|and my neck hurts|and weakness in my limbs have been bothering me i have issues with vertigo and losing my equilibrium|back discomfort|cervical spondylosis,Cervical spondylosis
a breathing difficulty|and my neck hurts|and weakness in my limbs have been hurting me i have issues with vertigo and losing my balance|back discomfort|cervical spondylosis,Cervical spondylosis
a dry cough|and a lack of strength in my limbs my neck hurts and i have been feeling dizzy and unsteady on my feet|cervical spondylosis|i have been experiencing intense back pain,Cervical spondylosis
a dry cough|and limb weakness i ve been feeling lightheaded and wobbly on my feet|and my neck hurts|cervical spondylosis|i ve been struggling with severe back pain,Cervical spondylosis
a dry cough|and limb weakness i ve been feeling dizzy and unstable on my feet|and my neck hurts|cervical spondylosis|i ve been battling with back pain,Cervical spondylosis
a chronic cough|and limb weakness i ve been feeling disoriented and weak on my feet|and my neck hurts|cervical spondylosis|i ve been struggling with back pain,Cervical spondylosis
a productive cough|and weakness in my limbs my neck is sore and i have had issues with dizziness and balance|cervical spondylosis|i have been suffering from back pain,Cervical spondylosis
a productive cough|and limb weakness have been bothering me i have balance and dizzy concerns|and my neck hurts|back pain|cervical spondylosis,Cervical spondylosis
a difficulty breathing|and limb weakness have been bothering me i have balance and dizzy concerns|and my neck suffers|backache|cervical spondylosis,Cervical spondylosis
a persistent cough|and weakness in my muscles my neck hurts and i have had problems with dizziness and loss of balance|cervical spondylosis|i have been struggling with back pain,Cervical spondylosis
a lingering cough|and muscle weakness have been bothering me i have issues with dizziness and losing my equilibrium|and my neck hurts|back pain|cervical spondylosis,Cervical spondylosis
a chronic cough|and muscle weakness have been bothering me i have concerns with dizziness and losing my position|and my neck hurts|back pain|cervical spondylosis,Cervical spondylosis
a cough that comes and goes|and weakness in my limbs my neck also hurts and i have been feeling dizzy and off balance|cervical spondylosis|i have been experiencing severe back pain,Cervical spondylosis
and limb weakness i ve been experiencing neck pain as well as a dizzy and unsteady sensation|cervical spondylosis|i ve been having intermittent coughing fits|significant back pain,Cervical spondylosis
and limb weakness i ve been feeling neck pain as well as a dizzy and unstable sensation|cervical spondylosis|i ve been having periodic coughing fits|terrible back pain,Cervical spondylosis
a cough that won t go away|and weakness in my arms and legs my neck hurts and i have had problems with dizziness and maintaining my balance|cervical spondylosis|i have been dealing with back pain,Cervical spondylosis
a persistent cough|and my neck hurts|and numbness in my arms and legs have been bothering me i ve had trouble staying balanced and experiencing dizziness|back pain|cervical spondylosis,Cervical spondylosis
a dry cough|and my neck hurts|and stiffness in my arms and legs have been bothering me i ve had problems staying balanced and experience dizziness|back pain|cervical spondylosis,Cervical spondylosis
a persistent cough|and my neck hurts|and numbness in my arms and legs i ve been having trouble staying balanced and managing my vertigo|cervical spondylosis|i ve been experiencing back pain,Cervical spondylosis
and i have been suffering from back pain and a persistent cough in addition to experiencing neck pain and balance issues|cervical spondylosis|i also suffer dizziness|my arms and legs have been weak,Cervical spondylosis
a persistent cough|and arm and leg weakness have been bothering me i ve been experiencing neck pain|and dizziness|back pain|balance issues|cervical spondylosis,Cervical spondylosis
a persistent cough|and my neck hurts|and numbness in my arms and legs have been bothering me i ve had trouble staying balanced and experiencing dizziness|back pain|cervical spondylosis,Cervical spondylosis
a dry cough|and a lack of strength in my muscles my neck is sore and i have been feeling dizzy and unsteady on my feet|cervical spondylosis|i have been suffering from back pain,Cervical spondylosis
a dry cough|and a lack of muscle strength have been bothering me my neck hurts|and i ve been feeling lightheaded and shaky|back pain|cervical spondylosis,Cervical spondylosis
and i have been experiencing back pain and a dry cough i ve been experiencing neck pain and feeling lightheaded and unstable on my feet|cervical spondylosis|my muscles lack strength,Cervical spondylosis
and i ve been experiencing back ache i ve been feeling lightheaded and wobbly on my feet|and my neck hurts|cervical spondylosis|my muscles haven t been very strong,Cervical spondylosis
a dry cough|and having trouble standing still|and muscle weakness i ve been experiencing neck pain|cervical spondylosis|feeling lightheaded|i ve been experiencing back pain,Cervical spondylosis
a chronic cough|and weakness in my arms and legs my neck is sore and i have had problems with dizziness and loss of balance|cervical spondylosis|i have been struggling with intense back pain,Cervical spondylosis
a persistent cough|and my neck hurts|and weakness in my arms and legs i have issues with dizziness and balance loss|cervical spondylosis|i ve had terrible back pain,Cervical spondylosis
a persistent cough|and my neck hurts|and numbness in my arms and legs i ve been experiencing issues with vertigo and balance issues|cervical spondylosis|i ve been suffering from severe back pain,Cervical spondylosis
along with a persistent cough|and my neck is hurting|and severe back pain|cervical spondylosis|i ve been having a lot of trouble i ve experienced issues with vertigo and balance loss|weakness in my arms and legs,Cervical spondylosis
a cough that produces phlegm|and weakness in my muscles my neck also hurts and i have been feeling dizzy and unsteady on my feet|cervical spondylosis|i have been experiencing severe back pain,Cervical spondylosis
and my neck hurts as well|cervical spondylosis|i ve also been coughing up mucus and feeling weak all over i ve been feeling lightheaded and unstable on my feet|in addition to having excruciating back pain,Cervical spondylosis
and i ve been coughing up phlegm along with significant back discomfort in addition to feeling weak and disoriented|cervical spondylosis|my muscles have been quite weak|my neck has been hurting,Cervical spondylosis
along with a phlegmy cough and muscle weakness|cervical spondylosis|i ve been dealing with excruciating back pain in addition to feeling woozy and shaky on my feet|my neck has been hurting,Cervical spondylosis
a persistent cough|and weakness in my limbs my neck is sore and i have had issues with dizziness and loss of balance|cervical spondylosis|i have been dealing with back pain,Cervical spondylosis
a chronic cough|and limb weakness have been bothering me i have troubles with disorientation and balance loss|and my neck hurts|back ache|cervical spondylosis,Cervical spondylosis
a cough that won t go away|and balance concerns|and limb weakness i ve been experiencing neck pain|cervical spondylosis|i ve had back pain|instability,Cervical spondylosis
a chronic cough|and weakness in my arms and legs my neck hurts and i have been feeling dizzy and off balance|cervical spondylosis|i have been suffering from back pain,Cervical spondylosis
a persistent cough|and i ve been feeling lightheaded and unsteady|and numbness in my arms and legs have been bothering me my neck hurts|back pain|cervical spondylosis,Cervical spondylosis
a persistent cough|and i ve been feeling off-balance and woozy|and weakness in my arms and legs my neck hurts|cervical spondylosis|i ve had back pain,Cervical spondylosis
a productive cough|and weakness in my muscles my neck is sore and i have had problems with dizziness and unsteady balance|cervical spondylosis|i have been struggling with back pain,Cervical spondylosis
